customer_id,recency,frequency,monetary,dbscan_cluster
12752.0,80,1,4366.78,0
12753.0,3,11,21024.01,-1
12754.0,235,5,2949.12,0
12755.0,249,4,2203.2,0
12756.0,86,1,112.07999999999998,0
12757.0,15,19,4227.7,0
12758.0,116,2,2791.59,0
12759.0,51,3,1531.44,0
12762.0,7,2,1898.52,0
12763.0,137,2,494.08,0
12764.0,316,1,1693.88,0
12766.0,3,7,6989.63,0
12769.0,238,1,1143.6,0
12770.0,210,1,1351.45,0
12772.0,59,1,892.47,0
12775.0,16,6,1351.24,0
12778.0,19,7,804.23,0
12779.0,20,12,3868.7,0
12781.0,20,5,707.72,0
12782.0,4,6,2273.32,0
12783.0,1,8,1603.87,0
12784.0,8,2,574.42,0
12785.0,2,2,305.71,0
12787.0,9,3,463.66,0
12789.0,64,1,91.85,0
12790.0,191,1,324.92,0
12791.0,373,1,192.60000000000002,0
12792.0,256,1,400.53999999999996,0
12793.0,334,2,545.48,0
12794.0,52,2,860.41,0
12795.0,18,1,430.48,0
12797.0,359,3,194.18,0
12798.0,9,3,6977.04,0
12802.0,183,2,412.58,0
12808.0,36,3,483.65000000000003,0
12809.0,167,2,484.36,0
12811.0,260,3,514.85,0
12812.0,44,1,229.64000000000001,0
12814.0,101,1,125.92,0
12815.0,147,2,1063.46,0
12816.0,95,2,572.2,0
12817.0,280,1,166.04,0
12818.0,177,2,1517.88,0
12820.0,2,4,942.34,0
12821.0,213,1,92.72,0
12822.0,70,3,918.98,0
12823.0,74,5,1759.5,0
12824.0,59,1,397.12,0
12826.0,2,8,1468.1200000000001,0
12827.0,5,3,430.15000000000003,0
12828.0,2,6,1018.71,0
12829.0,321,3,253.05,0
12830.0,37,7,6748.4,0
12831.0,261,1,215.05,0
12832.0,31,2,383.03,0
12833.0,144,1,417.38,0
12834.0,282,1,312.38,0
12836.0,58,4,2612.86,0
12837.0,172,1,134.1,0
12838.0,33,2,683.13,0
12839.0,2,16,5583.62,0
12840.0,143,6,2714.27,0
12841.0,4,26,3876.4,0
12842.0,69,2,1118.99,0
12843.0,65,9,1680.76,0
12844.0,28,2,325.96000000000004,0
12845.0,266,4,354.09,0
12847.0,21,1,871.54,0
12849.0,30,2,1050.8899999999999,0
12851.0,96,1,135.18,0
12852.0,289,2,299.75,0
12853.0,107,9,1881.7,0
12854.0,78,5,1289.15,0
12855.0,372,1,38.1,0
12856.0,7,8,2162.68,0
12857.0,210,2,1106.4,0
12863.0,51,2,504.2,0
12864.0,137,1,147.12,0
12865.0,25,3,1548.07,0
12866.0,282,1,559.12,0
12867.0,25,10,3986.22,0
12868.0,185,6,1607.0600000000002,0
12870.0,365,1,-14.899999999999999,0
12871.0,83,2,380.64,0
12872.0,326,2,599.97,0
12873.0,281,1,374.0,0
12875.0,142,2,343.2300000000001,0
12876.0,57,2,2218.02,0
12877.0,3,12,1535.77,0
12878.0,17,3,841.64,0
12879.0,44,4,552.5699999999999,0
12881.0,275,1,298.0,0
12882.0,8,2,1463.04,0
12883.0,24,4,703.47,0
12884.0,87,1,309.05,0
12885.0,62,4,1158.27,0
12886.0,67,3,1351.09,0
12888.0,213,4,313.77,0
12890.0,23,1,380.46999999999997,0
12891.0,185,3,331.0,0
12893.0,30,1,188.14,0
12895.0,41,3,347.3,0
12897.0,204,2,216.5,0
12901.0,8,36,16293.1,0
12902.0,264,1,138.68,0
12904.0,17,2,509.58,0
12906.0,11,5,2919.81,0
12908.0,58,4,246.0,0
12909.0,39,8,2128.83,0
12910.0,22,8,3075.04,0
12912.0,2,5,1662.3,0
12913.0,4,5,2483.63,0
12915.0,148,2,363.65,0
12916.0,138,5,2982.35,0
12917.0,127,1,594.0,0
12919.0,7,8,1301.44,0
12920.0,16,1,164.23,0
12921.0,3,50,16389.74,1
12922.0,160,1,405.38,0
12923.0,63,1,176.97,0
12924.0,87,5,929.95,0
12925.0,4,2,694.05,0
12928.0,34,5,2062.7000000000003,0
12929.0,121,2,105.1,0
12930.0,77,4,409.9,0
12931.0,21,20,33462.81,-1
12933.0,23,4,606.28,0
12935.0,1,8,2156.45,0
12936.0,16,5,1012.9,0
12937.0,14,4,1504.27,0
12938.0,25,1,114.14,0
12939.0,63,8,11581.8,0
12940.0,45,4,876.29,0
12942.0,130,3,683.9,0
12943.0,300,1,-3.75,0
12944.0,35,2,604.51,0
12945.0,287,1,462.95,0
12947.0,143,11,1407.29,0
12948.0,15,8,2053.7,0
12949.0,30,10,4143.02,0
12950.0,1,3,1843.0,0
12951.0,8,8,1042.07,0
12952.0,5,5,1382.8400000000001,0
12953.0,9,1,329.85,0
12955.0,0,14,4734.26,0
12956.0,305,1,108.07,0
12957.0,3,12,3979.04,0
12962.0,6,2,266.39,0
12963.0,7,9,1841.03,0
12965.0,88,1,771.91,0
12966.0,9,1,160.18,0
12967.0,2,4,1194.75,0
12968.0,111,1,135.95,0
12970.0,6,4,452.24,0
12971.0,3,89,10930.26,-1
12974.0,197,1,144.8,0
12976.0,211,1,738.6,0
12977.0,155,1,39.239999999999995,0
12980.0,155,12,7092.06,-1
12981.0,29,2,372.21999999999997,0
12982.0,239,2,377.2,0
12984.0,18,1,97.5,0
12985.0,0,3,1215.6200000000001,0
12987.0,73,3,545.0,0
12988.0,291,1,535.32,0
12989.0,2,19,6854.51,0
12990.0,30,3,409.5,0
12991.0,22,2,503.76,0
12993.0,22,4,414.76,0
12994.0,3,5,902.22,0
12995.0,77,2,200.72,0
12997.0,21,7,1197.94,0
12999.0,195,3,455.88,0
13000.0,106,3,534.85,0
13001.0,3,15,9797.92,0
13002.0,317,1,120.94999999999999,0
13003.0,105,3,149.05,0
13004.0,11,22,5613.43,0
13005.0,173,3,468.95,0
13006.0,55,1,81.57,0
13008.0,322,2,178.46999999999997,0
13011.0,371,1,50.550000000000004,0
13012.0,8,11,1311.6200000000001,0
13013.0,0,15,4786.99,0
13014.0,2,16,3365.43,0
13015.0,52,5,3346.28,0
13016.0,72,3,789.89,0
13017.0,6,1,204.0,0
13018.0,15,29,7272.75,0
13021.0,3,12,2584.4,0
13023.0,63,2,689.9,0
13026.0,0,8,936.15,0
13027.0,113,6,6912.0,0
13028.0,22,3,659.68,0
13029.0,30,3,1247.5,0
13030.0,10,2,799.48,0
13032.0,38,3,996.52,0
13033.0,356,1,190.55,0
13034.0,54,2,642.77,0
13035.0,57,3,886.63,0
13037.0,137,3,881.07,0
13038.0,79,3,908.46,0
13040.0,8,2,676.99,0
13043.0,253,2,471.57,0
13044.0,290,1,560.47,0
13045.0,98,1,305.28000000000003,0
13046.0,30,2,629.31,0
13047.0,31,18,3079.1,0
13048.0,13,5,1805.91,0
13049.0,63,2,656.6800000000001,0
13050.0,8,28,5684.61,0
13052.0,211,1,348.15000000000003,0
13055.0,63,4,1201.96,0
13058.0,24,3,271.40000000000003,0
13059.0,249,1,183.4,0
13060.0,253,1,307.53,0
13061.0,71,1,248.61,0
13062.0,190,1,346.98,0
13064.0,12,4,1119.49,0
13065.0,372,1,205.86,0
13066.0,23,3,430.9,0
13067.0,81,1,115.46000000000001,0
13068.0,9,2,344.0,0
13069.0,0,27,3717.82,0
13070.0,191,1,228.8,0
13072.0,266,1,177.15,0
13075.0,129,1,919.61,0
13077.0,0,4,729.27,0
13078.0,0,43,12432.28,0
13079.0,3,5,220.10000000000002,0
13080.0,178,1,58.08,0
13081.0,0,21,27964.48,2
13082.0,125,10,3595.48,0
13083.0,3,2,303.75,0
13085.0,157,3,272.38,0
13089.0,2,118,57385.88,-1
13090.0,8,18,8689.39,0
13091.0,20,2,319.82,0
13092.0,70,6,459.83,0
13093.0,266,13,7741.47,-1
13094.0,20,16,1708.8600000000001,0
13095.0,70,1,74.39999999999999,0
13097.0,32,14,5893.32,0
13098.0,0,41,28658.88,-1
13099.0,98,1,207.35999999999999,0
13101.0,233,1,101.19,0
13102.0,0,27,6336.29,0
13103.0,39,1,243.94,0
13104.0,2,6,1098.48,0
13106.0,128,2,59.5,0
13107.0,43,5,1524.07,0
13108.0,372,1,350.06,0
13109.0,2,5,766.84,0
13110.0,30,8,1452.8700000000001,0
13113.0,0,40,10510.0,0
13115.0,8,14,2205.63,0
13116.0,116,2,485.19,0
13117.0,21,8,984.91,0
13118.0,19,7,1125.0,0
13120.0,238,1,30.599999999999998,0
13121.0,268,2,254.73,0
13122.0,93,2,922.39,0
13124.0,89,3,3866.33,0
13126.0,4,10,2056.29,0
13127.0,77,1,259.17,0
13130.0,93,1,64.0,0
13131.0,22,4,1039.3,0
13132.0,261,1,77.3,0
13133.0,273,2,109.8,0
13134.0,72,7,1740.63,0
13135.0,196,1,3096.0,0
13136.0,49,11,2545.38,0
13137.0,10,9,3605.08,0
13138.0,21,6,962.39,0
13139.0,15,8,5055.79,0
13140.0,107,3,423.72,0
13141.0,84,6,2385.8,0
13142.0,18,1,307.09,0
13144.0,332,1,110.95,0
13145.0,39,5,614.77,0
13146.0,25,1,228.91,0
13147.0,9,4,712.8000000000001,0
13148.0,28,17,3348.48,0
13149.0,13,4,1676.06,0
13151.0,202,2,1250.3700000000001,0
13153.0,5,1,486.22,0
13154.0,143,1,-611.86,0
13155.0,32,4,971.76,0
13157.0,48,5,1721.57,0
13158.0,94,4,1201.06,0
13159.0,8,5,1379.75,0
13160.0,21,1,91.8,0
13161.0,312,1,112.75,0
13162.0,121,5,1644.99,0
13165.0,45,2,1021.48,0
13166.0,281,2,414.7,0
13167.0,18,4,791.33,0
13168.0,35,5,1310.14,0
13169.0,63,2,712.88,0
13170.0,26,1,116.00999999999999,0
13171.0,7,5,426.81,0
13173.0,3,2,353.65,0
13174.0,15,3,2817.03,0
13176.0,45,1,492.84,0
13177.0,64,1,282.45,0
13178.0,25,11,5725.47,0
13182.0,44,1,121.18,0
13183.0,7,9,3957.78,0
13184.0,14,12,1648.79,0
13185.0,267,1,71.4,0
13186.0,39,5,1539.69,0
13187.0,336,1,236.02,0
13188.0,10,1,114.60000000000001,0
13189.0,18,2,260.68,0
13192.0,94,2,911.94,0
13193.0,60,1,117.88,0
13194.0,135,1,60.7,0
13196.0,10,4,1797.78,0
13198.0,9,8,3384.09,0
13199.0,3,39,9803.96,0
13200.0,18,4,870.09,0
13203.0,9,4,869.46,0
13207.0,14,2,250.26000000000002,0
13208.0,58,7,1205.9,0
13209.0,29,11,5820.16,0
13210.0,93,1,353.48,0
13211.0,9,3,1197.42,0
13212.0,8,4,780.58,0
13213.0,56,6,1518.43,0
13216.0,267,1,333.74,0
13217.0,121,5,133.62,0
13218.0,126,1,62.63999999999999,0
13220.0,77,4,819.2900000000001,0
13221.0,239,2,847.41,0
13223.0,199,2,163.20000000000002,0
13224.0,59,3,2150.85,0
13225.0,2,8,6083.04,0
13226.0,272,1,108.21000000000001,0
13227.0,201,1,257.7,0
13228.0,80,1,358.0,0
13229.0,225,1,160.95,0
13230.0,3,15,2763.41,0
13232.0,12,7,1357.6,0
13233.0,73,2,605.12,0
13235.0,211,2,101.17000000000007,0
13236.0,24,3,727.27,0
13238.0,10,5,680.83,0
13239.0,261,1,329.56,0
13240.0,95,4,663.65,0
13242.0,111,3,270.40000000000003,0
13243.0,202,1,600.07,0
13244.0,92,1,121.74000000000001,0
13245.0,50,1,430.5,0
13246.0,17,7,1922.1,0
13247.0,17,4,501.12,0
13248.0,124,2,465.68,0
13249.0,91,3,711.41,0
13253.0,156,2,1030.4,0
13255.0,3,3,390.66,0
13256.0,13,1,0.0,0
13258.0,11,3,698.58,0
13259.0,61,1,292.32,0
13260.0,60,1,557.62,0
13261.0,268,2,944.1,0
13262.0,262,1,200.29,0
13263.0,0,35,7454.07,0
13265.0,52,5,2107.66,0
13266.0,10,19,3717.67,0
13267.0,2,27,4404.44,0
13268.0,17,15,3167.64,0
13269.0,0,17,5315.92,0
13270.0,365,1,590.0,0
13271.0,36,2,178.26,0
13272.0,30,2,276.56,0
13273.0,112,1,138.98,0
13276.0,63,2,590.9300000000001,0
13277.0,15,4,258.4,0
13278.0,40,1,542.73,0
13279.0,63,2,126.30000000000001,0
13280.0,121,3,814.86,0
13282.0,17,6,1047.8400000000001,0
13283.0,59,2,93.66,0
13284.0,322,2,196.15,0
13285.0,22,4,2709.12,0
13291.0,155,1,361.11,0
13292.0,38,2,578.9399999999999,0
13294.0,189,2,873.74,0
13295.0,359,2,197.95000000000002,0
13296.0,136,1,87.4,0
13297.0,7,4,2089.85,0
13298.0,0,1,360.0,0
13299.0,267,1,142.5,0
13300.0,164,2,365.29,0
13301.0,103,4,618.09,0
13302.0,154,1,63.75,0
13304.0,350,1,300.42,0
13305.0,3,10,2000.86,0
13307.0,119,1,15.0,0
13308.0,22,4,1367.6100000000001,0
13309.0,6,5,1456.79,0
13310.0,8,6,1083.63,0
13311.0,3,2,598.57,0
13313.0,21,5,1555.32,0
13314.0,1,4,578.66,0
13316.0,36,5,5815.49,0
13317.0,63,9,2140.07,0
13318.0,0,3,640.76,0
13319.0,4,36,10664.34,0
13320.0,69,6,1491.7,0
13321.0,71,2,567.36,0
13322.0,16,1,199.48000000000002,0
13323.0,2,5,787.85,0
13324.0,31,12,7072.8,0
13325.0,81,1,675.3,0
13327.0,38,9,3617.57,0
13328.0,315,1,1308.48,0
13329.0,31,4,740.4,0
13330.0,92,3,1140.93,0
13332.0,13,1,350.9,0
13334.0,81,3,3536.82,0
13336.0,76,1,795.12,0
13338.0,153,3,431.82,0
13339.0,200,1,860.12,0
13340.0,44,7,10736.48,0
13341.0,260,1,775.85,0
13343.0,172,2,303.93,0
13344.0,67,3,2543.72,0
13345.0,276,2,377.6,0
13347.0,69,1,341.36,0
13348.0,63,1,233.76,0
13349.0,10,1,247.32,0
13350.0,15,3,910.72,0
13351.0,65,1,373.94,0
13352.0,7,2,389.28,0
13354.0,70,1,743.53,0
13355.0,121,1,674.7,0
13356.0,79,1,768.24,0
13357.0,256,1,609.95,0
13358.0,268,1,439.03,0
13359.0,58,2,431.26,0
13362.0,2,5,3085.4900000000002,0
13363.0,17,2,992.5,0
13364.0,66,2,0.0,0
13365.0,8,3,2191.22,0
13366.0,49,1,56.160000000000004,0
13368.0,256,2,623.4,0
13369.0,353,2,263.75,0
13370.0,365,2,721.32,0
13372.0,89,1,378.64,0
13373.0,60,3,3312.25,0
13375.0,80,2,772.9,0
13376.0,98,3,1019.76,0
13379.0,25,3,572.56,0
13381.0,20,7,3626.81,0
13382.0,280,1,222.99,0
13384.0,30,9,4122.28,0
13385.0,329,1,534.57,0
13388.0,120,3,627.15,0
13389.0,10,3,797.96,0
13390.0,74,1,544.08,0
13391.0,203,1,59.8,0
13394.0,1,10,2312.8,0
13395.0,184,1,307.72,0
13396.0,21,4,1325.29,0
13397.0,72,6,1539.18,0
13398.0,191,1,457.34,0
13402.0,126,2,621.23,0
13403.0,17,1,75.0,0
13404.0,0,2,252.49,0
13405.0,73,3,572.451,0
13408.0,1,81,27487.41,-1
13410.0,8,7,988.91,0
13411.0,106,1,213.55,0
13414.0,133,3,1390.5,0
13416.0,43,2,712.5,0
13417.0,4,2,640.83,0
13418.0,11,23,5845.44,0
13419.0,63,1,221.06,0
13420.0,134,4,140.35,0
13421.0,39,3,1848.98,0
13422.0,50,2,2601.55,0
13425.0,107,3,1624.21,0
13426.0,0,12,3550.7000000000003,0
13427.0,18,3,582.6,0
13428.0,9,1,218.47,0
13429.0,10,4,1006.8,0
13430.0,18,4,648.6899999999999,0
13431.0,66,2,1269.1,0
13434.0,73,2,534.24,0
13435.0,4,9,3794.4900000000002,0
13436.0,1,1,196.89,0
13437.0,13,7,3408.06,0
13439.0,254,1,283.71,0
13441.0,91,1,296.64,0
13447.0,22,4,1104.23,0
13448.0,16,10,3465.67,0
13449.0,23,1,291.88,0
13450.0,26,6,2043.7199999999998,0
13451.0,25,6,2916.45,0
13452.0,258,2,590.0,0
13453.0,165,2,356.97999999999996,0
13455.0,24,4,1007.35,0
13456.0,17,7,1737.8200000000002,0
13458.0,6,22,9537.92,0
13460.0,28,2,183.44,0
13461.0,38,3,1445.0,0
13462.0,182,2,143.25,0
13464.0,57,1,674.68,0
13466.0,99,2,297.95,0
13467.0,10,2,1083.71,0
13468.0,1,41,5656.75,-1
13470.0,98,2,165.0,0
13471.0,0,4,2531.58,0
13473.0,60,3,417.54,0
13474.0,235,1,229.59,0
13475.0,190,4,1431.78,0
13476.0,178,4,1092.77,0
13477.0,37,8,1441.53,0
13479.0,197,3,291.0,0
13481.0,45,8,1776.81,0
13482.0,231,1,184.64,0
13483.0,65,1,140.34,0
13484.0,240,1,313.8,0
13485.0,232,1,454.24,0
13486.0,77,3,1122.41,0
13487.0,57,3,575.4,0
13488.0,16,17,8910.61,0
13489.0,104,4,449.52,0
13491.0,51,10,1215.82,0
13492.0,135,3,1269.84,0
13493.0,274,2,618.63,0
13494.0,311,1,316.26000000000005,0
13495.0,7,6,1990.1200000000001,0
13496.0,10,3,617.93,0
13497.0,282,3,321.05,0
13499.0,17,7,1146.96,0
13500.0,22,4,1136.77,0
13501.0,242,2,1310.47,0
13502.0,16,3,292.0,0
13503.0,70,1,216.85,0
13504.0,63,1,295.93,0
13505.0,67,8,4282.88,0
13506.0,311,3,452.82,0
